,Unnamed: 0,doc_id,word,pos_tag,event,argument,coordinate,admin_level,phase_one_label
121,121.0,0.0,"""","""",O,O,,,
122,122.0,0.0,Saya,PRP,O,O,,,
123,123.0,0.0,nggak,NN,O,O,,,
124,124.0,0.0,tahu,VBI,O,O,,,
125,125.0,0.0,apa,WP,O,O,,,
126,126.0,0.0,-,-,O,O,,,
127,127.0,0.0,apa,WP,O,O,,,
128,128.0,0.0,",",",",O,O,,,
129,129.0,0.0,kami,PRP,O,O,,,
130,130.0,0.0,sedang,RB,O,O,,,
131,131.0,0.0,berduka,VB,O,O,,,
132,132.0,0.0,",",",",O,O,,,
133,133.0,0.0,"""","""",O,O,,,
134,134.0,0.0,begitu,RB,O,O,,,
135,135.0,0.0,pinta,NN,O,O,,,
136,136.0,0.0,seorang,NN,O,O,,,
137,137.0,0.0,kerabat,NN,O,O,,,
138,138.0,0.0,Mini,NN,B-ARG,Vehicle-Arg,,,Argument_Candidate
139,139.0,0.0,Cooper,NNP,I-ARG,Vehicle-Arg,,,Argument_Candidate
140,140.0,0.0,bernopol,VB,O,O,,,
141,141.0,0.0,B,SYM,B-ARG,Plate-Arg,,,Argument_Candidate
142,142.0,0.0,226,CD,I-ARG,Plate-Arg,,,Argument_Candidate
143,143.0,0.0,NUK,NN,I-ARG,Plate-Arg,,,Argument_Candidate
144,144.0,0.0,yang,SC,O,O,,,
145,145.0,0.0,dikemudikan,VBT,O,O,,,
146,146.0,0.0,Jerry,NNP,O,O,,,
147,147.0,0.0,Wong,NNP,O,O,,,
148,148.0,0.0,menghantam,VBT,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
149,149.0,0.0,keras,JJ,O,O,,,
150,150.0,0.0,bagian,O,O,,,,None
151,151.0,0.0,belakang,NN,O,O,,,
152,152.0,0.0,truk,NN,B-ARG,Vehicle-Arg,,,Argument_Candidate
153,153.0,0.0,wing,FW,O,O,,,
154,154.0,0.0,box,MD,O,O,,,
155,155.0,0.0,bernopol,VB,O,O,,,
156,156.0,0.0,B,SYM,B-ARG,Plate-Arg,,,Argument_Candidate
157,157.0,0.0,9667,CDP,I-ARG,Plate-Arg,,,Argument_Candidate
158,158.0,0.0,ZX,NN,I-ARG,Plate-Arg,,,Argument_Candidate
159,159.0,0.0,di,IN,O,O,,,
160,160.0,0.0,Km,NN,B-ARG,Point-Arg,,,Argument_Candidate
161,161.0,0.0,24+800,NN,I-ARG,Point-Arg,,,Argument_Candidate
162,162.0,0.0,dari,IN,O,O,,,
163,163.0,0.0,Pluit,NN,B-LOC,From-Arg,"(-6.113297962451269, 106.78672611344551)",4.0,Argument_Candidate
164,164.0,0.0,arah,NN,O,O,,,
165,165.0,0.0,Bandara,NNP,B-ORG,To-Arg,,,Argument_Candidate
166,166.0,0.0,Soekarno,NNP,I-ORG,To-Arg,,,Argument_Candidate
167,167.0,0.0,-,NNP,I-ORG,To-Arg,,,Argument_Candidate
168,168.0,0.0,Hatta,NNP,I-ORG,To-Arg,,,Argument_Candidate
169,169.0,0.0,Saking,NN,O,O,,,
170,170.0,0.0,kerasnya,NN,O,O,,,
171,171.0,0.0,hantaman,NN,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
172,172.0,0.0,itu,PR,O,O,,,
173,173.0,0.0,",",",",O,O,,,
174,174.0,0.0,bagian,O,O,,,,None
175,175.0,0.0,depan,NN,O,O,,,
176,176.0,0.0,Mini,NNP,B-ARG,Vehicle-Arg,,,Argument_Candidate
177,177.0,0.0,Cooper,NNP,I-ARG,Vehicle-Arg,,,Argument_Candidate
178,178.0,0.0,tersangkut,VBI,O,O,,,
179,179.0,0.0,ke,IN,O,O,,,
180,180.0,0.0,bemper,NN,O,O,,,
181,181.0,0.0,truk,NN,B-ARG,Vehicle-Arg,,,Argument_Candidate
182,182.0,0.0,itu,PR,O,O,,,
183,183.0,1.0,1,CDP,B-ARG,DeathVictim-Arg,,,Argument_Candidate
184,184.0,1.0,Orang,NN,I-ARG,DeathVictim-Arg,,,Argument_Candidate
185,185.0,1.0,Tewas,JJ,I-ARG,DeathVictim-Arg,,,Argument_Candidate
186,186.0,1.0,",",",",O,O,,,
187,187.0,1.0,125,CD,B-ARG,Evacuee-Arg,,,Argument_Candidate
188,188.0,1.0,Ribu,CD,I-ARG,Evacuee-Arg,,,Argument_Candidate
189,189.0,1.0,Warga,NN,I-ARG,Evacuee-Arg,,,Argument_Candidate
190,190.0,1.0,California,NNP,B-PLOC,Place-Arg,"(37.84576308242729, -120.72746695681695)",1.0,Argument_Candidate
191,191.0,1.0,Mengungsi,VBI,B-EVE,EVACUATE-EVENT,,,Trigger_Candidate
192,192.0,1.0,akibat,IN,O,O,,,
193,193.0,1.0,Kebakaran,NN,B-EVE,FIRE-EVENT,,,Trigger_Candidate
194,194.0,1.0,-,-,O,O,,,
195,195.0,1.0,-,NNP,O,O,,,
196,196.0,1.0,California,NNP,B-PLOC,Published-Arg,"(37.84576308242729, -120.72746695681695)",1.0,Argument_Candidate
197,197.0,1.0,-,-,O,O,,,
198,198.0,1.0,Kebakaran,NN,B-EVE,FIRE-EVENT,,,Trigger_Candidate
199,199.0,1.0,hutan,NN,I-EVE,FIRE-EVENT,,,Trigger_Candidate
200,200.0,1.0,yang,SC,O,O,,,
201,201.0,1.0,menerjang,VBT,O,O,,,
202,202.0,1.0,wilayah,NN,O,O,,,
203,203.0,1.0,California,NNP,B-PLOC,Place-Arg,"(37.84576308242729, -120.72746695681695)",1.0,Argument_Candidate
204,204.0,1.0,",",",",O,O,,,
205,205.0,1.0,Amerika,NNP,B-PLOC,Place-Arg,"(38.4572641110912, -92.2110028043666)",0.0,Argument_Candidate
206,206.0,1.0,Serikat,NNP,I-PLOC,Place-Arg,,,Argument_Candidate
207,207.0,1.0,memaksa,VBT,O,O,,,
208,208.0,1.0,125,CDP,B-ARG,Evacuee-Arg,,,Argument_Candidate
209,209.0,1.0,ribu,CDP,I-ARG,Evacuee-Arg,,,Argument_Candidate
210,210.0,1.0,warga,NN,O,O,,,
211,211.0,1.0,untuk,SC,O,O,,,
212,212.0,1.0,mengungsi,VBI,B-EVE,EVACUATE-EVENT,,,Trigger_Candidate
213,213.0,1.0,Dilaporkan,VBT,O,O,,,
214,214.0,1.0,sedikitnya,NNG,O,O,,,
215,215.0,1.0,satu,CDP,B-ARG,DeathVictim-Arg,,,Argument_Candidate
216,216.0,1.0,orang,NN,I-ARG,DeathVictim-Arg,,,Argument_Candidate
217,217.0,1.0,tewas,JJ,I-ARG,DeathVictim-Arg,,,Argument_Candidate
218,218.0,1.0,akibat,IN,O,O,,,
219,219.0,1.0,kebakaran,NN,B-EVE,FIRE-EVENT,,,Trigger_Candidate
220,220.0,1.0,ini,PR,O,O,,,
221,221.0,1.0,Ada,NN,O,O,,,
222,222.0,1.0,sembilan,CDP,B-ARG,Point-Arg,,,Argument_Candidate
223,223.0,1.0,titik,NN,I-ARG,Point-Arg,,,Argument_Candidate
224,224.0,1.0,api,NN,B-EVE,FIRE-EVENT,,,Trigger_Candidate
225,225.0,1.0,yang,SC,O,O,,,
226,226.0,1.0,terus,RB,O,O,,,
227,227.0,1.0,bergerak,VBI,O,O,,,
228,228.0,1.0,di,IN,O,O,,,
229,229.0,1.0,wilayah,NN,O,O,,,
230,230.0,1.0,Southern,NNP,B-PLOC,Place-Arg,"(37.84576308242729, -120.72746695681695)",5.0,Argument_Candidate
231,231.0,1.0,California,NNP,I-PLOC,Place-Arg,,,Argument_Candidate
232,232.0,1.0,dan,CC,O,O,,,
233,233.0,1.0,mengancam,VBT,O,O,,,
234,234.0,1.0,pemukiman,NN,B-ARG,Facility-Arg,,,Argument_Candidate
235,235.0,1.0,warga,NN,I-ARG,Facility-Arg,,,Argument_Candidate
236,236.0,1.0,yang,SC,O,O,,,
237,237.0,1.0,ada,VBI,O,O,,,
238,238.0,1.0,di,IN,O,O,,,
239,239.0,1.0,San,NNP,B-LOC,Place-Arg,"(33.135, -117.1743)",5.0,Argument_Candidate
240,240.0,1.0,Marcos,NNP,I-LOC,Place-Arg,,,Argument_Candidate
241,241.0,1.0,dan,CC,O,O,,,
242,242.0,1.0,Escondido,NNP,B-LOC,Place-Arg,"(33.1347, -117.0723)",5.0,Argument_Candidate
243,243.0,1.0,",",",",O,O,,,
244,244.0,1.0,distrik,NN,O,O,,,
245,245.0,1.0,San,NNP,B-PLOC,Place-Arg,"(32.8312, -117.1225)",5.0,Argument_Candidate
246,246.0,1.0,Diego,NNP,I-PLOC,Place-Arg,,,Argument_Candidate
247,247.0,1.0,Sebuah,NN,O,O,,,
248,248.0,1.0,rumah,NN,O,O,,,
249,249.0,1.0,yang,SC,O,O,,,
250,250.0,1.0,cukup,RB,O,O,,,
251,251.0,1.0,besar,JJ,O,O,,,
252,252.0,1.0,milik,NN,O,O,,,
253,253.0,1.0,warga,NN,O,O,,,
254,254.0,1.0,setempat,NN,O,O,,,
255,255.0,1.0,di,IN,O,O,,,
256,256.0,1.0,pinggiran,NN,O,O,,,
257,257.0,1.0,San,NNP,B-LOC,Place-Arg,"(33.135, -117.1743)",5.0,Argument_Candidate
258,258.0,1.0,Marcos,NNP,I-LOC,Place-Arg,,,Argument_Candidate
259,259.0,1.0,habis,RB,O,O,,,
260,260.0,1.0,dilalap,VBT,B-EVE,FIRE-EVENT,,,Trigger_Candidate
261,261.0,1.0,api,NN,I-EVE,FIRE-EVENT,,,Trigger_Candidate
262,262.0,1.0,Tayangan,NN,O,O,,,
263,263.0,1.0,televisi,NN,O,O,,,
264,264.0,1.0,setempat,NN,O,O,,,
265,265.0,1.0,menunjukkan,VB,O,O,,,
266,266.0,1.0,bagaiman,IN,O,O,,,
267,267.0,1.0,kobaran,NN,B-EVE,FIRE-EVENT,,,Trigger_Candidate
268,268.0,1.0,api,NN,I-EVE,FIRE-EVENT,,,Trigger_Candidate
269,269.0,1.0,bergerak,VBI,O,O,,,
270,270.0,1.0,cepat,JJ,O,O,,,
271,271.0,1.0,mendekati,VB,O,O,,,
272,272.0,1.0,rumah,NN,O,O,,,
273,273.0,1.0,warga,NN,O,O,,,
274,274.0,1.0,",",",",O,O,,,
275,275.0,1.0,sementara,CC,O,O,,,
276,276.0,1.0,warga,NN,O,O,,,
277,277.0,1.0,bergegas,VBI,O,O,,,
278,278.0,1.0,mengevakuasi,VBT,B-EVE,EVACUATE-EVENT,,,Trigger_Candidate
279,279.0,1.0,barang,NN,O,O,,,
280,280.0,1.0,-,-,O,O,,,
281,281.0,1.0,barangnya,NN,O,O,,,
282,282.0,1.0,dan,CC,O,O,,,
283,283.0,1.0,mengungsi,VBI,B-EVE,EVACUATE-EVENT,,,Trigger_Candidate
284,284.0,1.0,dari,IN,O,O,,,
285,285.0,1.0,lokasi,NN,O,O,,,
286,286.0,1.0,Demikian,PR,O,O,,,
287,287.0,1.0,seperti,IN,O,O,,,
288,288.0,1.0,dilansir,VBT,O,O,,,
289,289.0,1.0,Reuters,NN,B-ORG,Reporter-Arg,,,Argument_Candidate
290,290.0,1.0,",",",",O,O,,,
291,291.0,1.0,Jumat,NNP,B-ARG,Time-Arg,,,Argument_Candidate
292,292.0,1.0,(,OP,O,O,,,
293,293.0,1.0,16/5/2014,DD,B-ARG,Time-Arg,,,Argument_Candidate
294,294.0,1.0,),CP,O,O,,,
295,295.0,2.0,Analisis,NNP,O,O,,,
296,296.0,2.0,BMKG,NNP,B-ORG,Reporter-Arg,,,Argument_Candidate
297,297.0,2.0,soal,IN,O,O,,,
298,298.0,2.0,Gempa,NNP,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
299,299.0,2.0,Lebak,NNP,B-LOC,Place-Arg,"(-6.585671253448132, 106.20907658148096)",2.0,Argument_Candidate
300,300.0,2.0,"5,1",CD,B-ARG,Strength-Arg,,,Argument_Candidate
301,301.0,2.0,SR,NN,B-ARG,Strength-Arg,,,Argument_Candidate
302,302.0,2.0,-,-,O,O,,,
303,303.0,2.0,-,NNP,O,O,,,
304,304.0,2.0,Jakarta,NNP,B-PLOC,Published-Arg,"(-6.197602429787846, 106.83139222722116)",1.0,Argument_Candidate
305,305.0,2.0,-,-,O,O,,,
306,306.0,2.0,Gempa,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
307,307.0,2.0,bumi,NN,I-EVE,QUAKE-EVENT,,,Trigger_Candidate
308,308.0,2.0,berkekuatan,VBI,B-ARG,Strength-Arg,,,Argument_Candidate
309,309.0,2.0,"5,1",CD,I-ARG,Strength-Arg,,,Argument_Candidate
310,310.0,2.0,Skala,NN,I-ARG,Strength-Arg,,,Argument_Candidate
311,311.0,2.0,Richter,NNP,I-ARG,Strength-Arg,,,Argument_Candidate
312,312.0,2.0,(,OP,O,O,,,
313,313.0,2.0,SR,NNP,O,O,,,
314,314.0,2.0,),CP,O,O,,,
315,315.0,2.0,mengguncang,VBT,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
316,316.0,2.0,kawasan,NN,O,O,,,
317,317.0,2.0,Lebak,NNP,B-LOC,Place-Arg,"(-6.585671253448132, 106.20907658148096)",2.0,Argument_Candidate
318,318.0,2.0,",",",",O,O,,,
319,319.0,2.0,Banten,NNP,B-LOC,Place-Arg,"(-6.321098712338462, 106.23469405402261)",1.0,Argument_Candidate
320,320.0,2.0,Gempa,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
321,321.0,2.0,ini,PR,O,O,,,
322,322.0,2.0,dirasakan,VB,O,O,,,
323,323.0,2.0,hingga,IN,O,O,,,
324,324.0,2.0,Bandung,NNP,B-LOC,Place-Arg,"(-7.043296715749431, 107.65469419110545)",2.0,Argument_Candidate
325,325.0,2.0,Dampak,NN,O,O,,,
326,326.0,2.0,gempa,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
327,327.0,2.0,bumi,NN,O,O,,,
328,328.0,2.0,yang,SC,O,O,,,
329,329.0,2.0,digambarkan,VB,O,O,,,
330,330.0,2.0,oleh,IN,O,O,,,
331,331.0,2.0,peta,NN,O,O,,,
332,332.0,2.0,tingkat,NN,O,O,,,
333,333.0,2.0,guncangan,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
334,334.0,2.0,(,OP,O,O,,,
335,335.0,2.0,shakemap,NN,O,O,,,
336,336.0,2.0,),CP,O,O,,,
337,337.0,2.0,BMKG,NNP,B-ORG,Reporter-Arg,,,Argument_Candidate
338,338.0,2.0,dan,CC,O,O,,,
339,339.0,2.0,laporan,NN,O,O,,,
340,340.0,2.0,masyarakat,NN,O,O,,,
341,341.0,2.0,menunjukkan,VB,O,O,,,
342,342.0,2.0,bahwa,SC,O,O,,,
343,343.0,2.0,dampak,NN,O,O,,,
344,344.0,2.0,gempa,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
345,345.0,2.0,bumi,NN,I-EVE,QUAKE-EVENT,,,Trigger_Candidate
346,346.0,2.0,berupa,VBT,O,O,,,
347,347.0,2.0,guncangan,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
348,348.0,2.0,dirasakan,VB,O,O,,,
349,349.0,2.0,di,IN,O,O,,,
350,350.0,2.0,daerah,NN,O,O,,,
351,351.0,2.0,Bayah,NN,B-LOC,Place-Arg,"(-6.908602082571137, 106.28554321427342)",3.0,Argument_Candidate
352,352.0,2.0,dan,CC,O,O,,,
353,353.0,2.0,Cikotok,NNP,B-LOC,Place-Arg,"(-6.853926442579436, 106.29481931990914)",4.0,Argument_Candidate
354,354.0,2.0,dalam,IN,O,O,,,
355,355.0,2.0,skala,NN,O,O,,,
356,356.0,2.0,intensitas,NN,O,O,,,
357,357.0,2.0,II,OD,B-ARG,Strength-Arg,,,Argument_Candidate
358,358.0,2.0,SIG,NNP,I-ARG,Strength-Arg,,,Argument_Candidate
359,359.0,2.0,-,-,O,O,,,
360,360.0,2.0,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
361,361.0,2.0,(,OP,O,O,,,
362,362.0,2.0,III,OD,B-ARG,Strength-Arg,,,Argument_Candidate
363,363.0,2.0,-,-,O,O,,,
364,364.0,2.0,IV,OD,B-ARG,Strength-Arg,,,Argument_Candidate
365,365.0,2.0,MMI,NNP,I-ARG,Strength-Arg,,,Argument_Candidate
366,366.0,2.0,),CP,O,O,,,
367,367.0,2.0,",",",",O,O,,,
368,368.0,2.0,Sukabumi,NNP,B-LOC,Place-Arg,"(-6.936256164208697, 106.92618260828208)",2.0,Argument_Candidate
369,369.0,2.0,dan,CC,O,O,,,
370,370.0,2.0,Bandung,NNP,B-LOC,Place-Arg,"(-6.920669331867579, 107.62893793140472)",2.0,Argument_Candidate
371,371.0,2.0,dengan,IN,O,O,,,
372,372.0,2.0,intensitas,NN,O,O,,,
373,373.0,2.0,II,OD,B-ARG,Strength-Arg,,,Argument_Candidate
374,374.0,2.0,SIG,NNP,I-ARG,Strength-Arg,,,Argument_Candidate
375,375.0,2.0,-,-,O,O,,,
376,376.0,2.0,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
377,377.0,2.0,(,OP,O,O,,,
378,378.0,2.0,II,NNP,B-ARG,Strength-Arg,,,Argument_Candidate
379,379.0,2.0,-,-,O,O,,,
380,380.0,2.0,III,OD,B-ARG,Strength-Arg,,,Argument_Candidate
381,381.0,2.0,MMI,NNP,I-ARG,Strength-Arg,,,Argument_Candidate
382,382.0,2.0,),CP,O,O,,,
383,383.0,2.0,",",",",O,O,,,
384,384.0,2.0,"""","""",O,O,,,
385,385.0,2.0,kata,VB,O,O,,,
386,386.0,2.0,Kepala,NNP,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
387,387.0,2.0,Pusat,NNP,I-ORG,OfficerOfficial-Arg,,,Argument_Candidate
388,388.0,2.0,Gempa,NNP,I-ORG,OfficerOfficial-Arg,,,Argument_Candidate
389,389.0,2.0,Bumi,NNP,I-ORG,OfficerOfficial-Arg,,,Argument_Candidate
390,390.0,2.0,dan,CC,O,O,,,
391,391.0,2.0,Tsunami,NN,O,O,,,
392,392.0,2.0,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
393,393.0,2.0,Mochammad,NNP,O,O,,,
394,394.0,2.0,Riyad,NNP,O,O,,,
395,395.0,2.0,dalam,IN,O,O,,,
396,396.0,2.0,keterangan,NN,O,O,,,
397,397.0,2.0,tertulis,VBI,O,O,,,
398,398.0,2.0,",",",",O,O,,,
399,399.0,2.0,Jumat,NNP,B-ARG,Time-Arg,,,Argument_Candidate
400,400.0,2.0,(,OP,O,O,,,
401,401.0,2.0,16/2/2018,DD,B-ARG,Time-Arg,,,Argument_Candidate
402,402.0,2.0,),CP,O,O,,,
403,403.0,2.0,Baca,VBI,O,O,,,
404,404.0,2.0,juga,RB,O,O,,,
405,405.0,2.0,:,:,O,O,,,
406,406.0,2.0,Gempa,NNP,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
407,407.0,2.0,"5,1",CD,B-ARG,Strength-Arg,,,Argument_Candidate
408,408.0,2.0,SR,NN,I-ARG,Strength-Arg,,,Argument_Candidate
409,409.0,2.0,Guncang,NNP,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
410,410.0,2.0,Lebak,NNP,B-LOC,Place-Arg,"(-6.585671253448132, 106.20907658148096)",2.0,Argument_Candidate
411,411.0,2.0,Banten,NNP,B-LOC,Place-Arg,"(-6.321098712338462, 106.23469405402261)",1.0,Argument_Candidate
412,412.0,2.0,Berdasarkan,NNP,O,O,,,
413,413.0,2.0,hasil,NN,O,O,,,
414,414.0,2.0,analisis,NN,O,O,,,
415,415.0,2.0,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
416,416.0,2.0,",",",",O,O,,,
417,417.0,2.0,gempa,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
418,418.0,2.0,itu,PR,O,O,,,
419,419.0,2.0,merupakan,VB,O,O,,,
420,420.0,2.0,gempa,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
421,421.0,2.0,bumi,NN,I-EVE,QUAKE-EVENT,,,Trigger_Candidate
422,422.0,2.0,tektonik,NN,O,O,,,
423,423.0,2.0,Gempa,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
424,424.0,2.0,itu,PR,O,O,,,
425,425.0,2.0,terjadi,VB,O,O,,,
426,426.0,2.0,akibat,IN,O,O,,,
427,427.0,2.0,aktivitas,NN,O,O,,,
428,428.0,2.0,subduksi,NN,O,O,,,
429,429.0,2.0,lempeng,JJ,O,O,,,
430,430.0,2.0,Indo,NNP,O,O,,,
431,431.0,2.0,-,-,O,O,,,
432,432.0,2.0,Australia,NNP,B-PLOC,Place-Arg,"(-31.667307305686077, 138.4606196920466)",0.0,Argument_Candidate
433,433.0,2.0,ke,IN,O,O,,,
434,434.0,2.0,bawah,NN,O,O,,,
435,435.0,2.0,Lempeng,NN,O,O,,,
436,436.0,2.0,Eurasia,NNP,O,O,,,
