,doc_id,word,pos_tag,event,argument,coordinate,admin_level
167,0,-,NNP,I-ORG,To-Arg,,
168,0,Hatta,NNP,I-ORG,To-Arg,,
169,0,Saking,NN,O,O,,
170,0,kerasnya,NN,O,O,,
171,0,hantaman,NN,B-EVE,ACCIDENT-EVENT,,
172,0,itu,PR,O,O,,
173,0,",",",",O,O,,
174,0,bagian,O,O,,,
175,0,depan,NN,O,O,,
176,0,Mini,NNP,B-ARG,Vehicle-Arg,,
177,0,Cooper,NNP,I-ARG,Vehicle-Arg,,
178,0,tersangkut,VBI,O,O,,
179,0,ke,IN,O,O,,
180,0,bemper,NN,O,O,,
181,0,truk,NN,B-ARG,Vehicle-Arg,,
182,0,itu,PR,O,O,,
183,1,1,CDP,B-ARG,DeathVictim-Arg,,
184,1,Orang,NN,I-ARG,DeathVictim-Arg,,
185,1,Tewas,JJ,I-ARG,DeathVictim-Arg,,
186,1,",",",",O,O,,
187,1,125,CD,B-ARG,Evacuee-Arg,,
188,1,Ribu,CD,I-ARG,Evacuee-Arg,,
189,1,Warga,NN,I-ARG,Evacuee-Arg,,
190,1,California,NNP,B-PLOC,Place-Arg,"(37.84576308242729, -120.72746695681695)",1
191,1,Mengungsi,VBI,B-EVE,EVACUATE-EVENT,,
192,1,akibat,IN,O,O,,
193,1,Kebakaran,NN,B-EVE,FIRE-EVENT,,
194,1,-,-,O,O,,
195,1,-,NNP,O,O,,
196,1,California,NNP,B-PLOC,Published-Arg,"(37.84576308242729, -120.72746695681695)",1
197,1,-,-,O,O,,
198,1,Kebakaran,NN,B-EVE,FIRE-EVENT,,
199,1,hutan,NN,I-EVE,FIRE-EVENT,,
200,1,yang,SC,O,O,,
201,1,menerjang,VBT,O,O,,
202,1,wilayah,NN,O,O,,
203,1,California,NNP,B-PLOC,Place-Arg,"(37.84576308242729, -120.72746695681695)",1
204,1,",",",",O,O,,
205,1,Amerika,NNP,B-PLOC,Place-Arg,"(38.4572641110912, -92.2110028043666)",0
206,1,Serikat,NNP,I-PLOC,Place-Arg,,
207,1,memaksa,VBT,O,O,,
208,1,125,CDP,B-ARG,Evacuee-Arg,,
209,1,ribu,CDP,I-ARG,Evacuee-Arg,,
210,1,warga,NN,O,O,,
211,1,untuk,SC,O,O,,
212,1,mengungsi,VBI,B-EVE,EVACUATE-EVENT,,
213,1,Dilaporkan,VBT,O,O,,
214,1,sedikitnya,NNG,O,O,,
215,1,satu,CDP,B-ARG,DeathVictim-Arg,,
216,1,orang,NN,I-ARG,DeathVictim-Arg,,
217,1,tewas,JJ,I-ARG,DeathVictim-Arg,,
218,1,akibat,IN,O,O,,
219,1,kebakaran,NN,B-EVE,FIRE-EVENT,,
220,1,ini,PR,O,O,,
221,1,Ada,NN,O,O,,
222,1,sembilan,CDP,B-ARG,Point-Arg,,
223,1,titik,NN,I-ARG,Point-Arg,,
224,1,api,NN,B-EVE,FIRE-EVENT,,
225,1,yang,SC,O,O,,
226,1,terus,RB,O,O,,
227,1,bergerak,VBI,O,O,,
228,1,di,IN,O,O,,
229,1,wilayah,NN,O,O,,
230,1,Southern,NNP,B-PLOC,Place-Arg,"(37.84576308242729, -120.72746695681695)",5
231,1,California,NNP,I-PLOC,Place-Arg,,
232,1,dan,CC,O,O,,
233,1,mengancam,VBT,O,O,,
234,1,pemukiman,NN,B-ARG,Facility-Arg,,
235,1,warga,NN,I-ARG,Facility-Arg,,
236,1,yang,SC,O,O,,
237,1,ada,VBI,O,O,,
238,1,di,IN,O,O,,
239,1,San,NNP,B-LOC,Place-Arg,"(33.135, -117.1743)",5
240,1,Marcos,NNP,I-LOC,Place-Arg,,
241,1,dan,CC,O,O,,
242,1,Escondido,NNP,B-LOC,Place-Arg,"(33.1347, -117.0723)",5
243,1,",",",",O,O,,
244,1,distrik,NN,O,O,,
245,1,San,NNP,B-PLOC,Place-Arg,"(32.8312, -117.1225)",5
246,1,Diego,NNP,I-PLOC,Place-Arg,,
247,1,Sebuah,NN,O,O,,
248,1,rumah,NN,O,O,,
249,1,yang,SC,O,O,,
250,1,cukup,RB,O,O,,
251,1,besar,JJ,O,O,,
252,1,milik,NN,O,O,,
253,1,warga,NN,O,O,,
254,1,setempat,NN,O,O,,
255,1,di,IN,O,O,,
256,1,pinggiran,NN,O,O,,
257,1,San,NNP,B-LOC,Place-Arg,"(33.135, -117.1743)",5
258,1,Marcos,NNP,I-LOC,Place-Arg,,
259,1,habis,RB,O,O,,
260,1,dilalap,VBT,B-EVE,FIRE-EVENT,,
261,1,api,NN,I-EVE,FIRE-EVENT,,
262,1,Tayangan,NN,O,O,,
263,1,televisi,NN,O,O,,
264,1,setempat,NN,O,O,,
265,1,menunjukkan,VB,O,O,,
266,1,bagaiman,IN,O,O,,
267,1,kobaran,NN,B-EVE,FIRE-EVENT,,
268,1,api,NN,I-EVE,FIRE-EVENT,,
269,1,bergerak,VBI,O,O,,
270,1,cepat,JJ,O,O,,
271,1,mendekati,VB,O,O,,
272,1,rumah,NN,O,O,,
273,1,warga,NN,O,O,,
274,1,",",",",O,O,,
275,1,sementara,CC,O,O,,
276,1,warga,NN,O,O,,
277,1,bergegas,VBI,O,O,,
278,1,mengevakuasi,VBT,B-EVE,EVACUATE-EVENT,,
279,1,barang,NN,O,O,,
280,1,-,-,O,O,,
281,1,barangnya,NN,O,O,,
282,1,dan,CC,O,O,,
283,1,mengungsi,VBI,B-EVE,EVACUATE-EVENT,,
284,1,dari,IN,O,O,,
285,1,lokasi,NN,O,O,,
286,1,Demikian,PR,O,O,,
287,1,seperti,IN,O,O,,
288,1,dilansir,VBT,O,O,,
289,1,Reuters,NN,B-ORG,Reporter-Arg,,
290,1,",",",",O,O,,
291,1,Jumat,NNP,B-ARG,Time-Arg,,
292,1,(,OP,O,O,,
293,1,16/5/2014,DD,B-ARG,Time-Arg,,
294,1,),CP,O,O,,
295,2,Analisis,NNP,O,O,,
296,2,BMKG,NNP,B-ORG,Reporter-Arg,,
297,2,soal,IN,O,O,,
298,2,Gempa,NNP,B-EVE,QUAKE-EVENT,,
299,2,Lebak,NNP,B-LOC,Place-Arg,"(-6.585671253448132, 106.20907658148096)",2
300,2,"5,1",CD,B-ARG,Strength-Arg,,
301,2,SR,NN,B-ARG,Strength-Arg,,
302,2,-,-,O,O,,
303,2,-,NNP,O,O,,
304,2,Jakarta,NNP,B-PLOC,Published-Arg,"(-6.197602429787846, 106.83139222722116)",1
305,2,-,-,O,O,,
306,2,Gempa,NN,B-EVE,QUAKE-EVENT,,
307,2,bumi,NN,I-EVE,QUAKE-EVENT,,
308,2,berkekuatan,VBI,B-ARG,Strength-Arg,,
309,2,"5,1",CD,I-ARG,Strength-Arg,,
310,2,Skala,NN,I-ARG,Strength-Arg,,
311,2,Richter,NNP,I-ARG,Strength-Arg,,
312,2,(,OP,O,O,,
313,2,SR,NNP,O,O,,
314,2,),CP,O,O,,
315,2,mengguncang,VBT,B-EVE,QUAKE-EVENT,,
316,2,kawasan,NN,O,O,,
317,2,Lebak,NNP,B-LOC,Place-Arg,"(-6.585671253448132, 106.20907658148096)",2
318,2,",",",",O,O,,
319,2,Banten,NNP,B-LOC,Place-Arg,"(-6.321098712338462, 106.23469405402261)",1
320,2,Gempa,NN,B-EVE,QUAKE-EVENT,,
321,2,ini,PR,O,O,,
322,2,dirasakan,VB,O,O,,
323,2,hingga,IN,O,O,,
324,2,Bandung,NNP,B-LOC,Place-Arg,"(-7.043296715749431, 107.65469419110545)",2
325,2,Dampak,NN,O,O,,
326,2,gempa,NN,B-EVE,QUAKE-EVENT,,
327,2,bumi,NN,O,O,,
328,2,yang,SC,O,O,,
329,2,digambarkan,VB,O,O,,
330,2,oleh,IN,O,O,,
331,2,peta,NN,O,O,,
332,2,tingkat,NN,O,O,,
333,2,guncangan,NN,B-EVE,QUAKE-EVENT,,
334,2,(,OP,O,O,,
335,2,shakemap,NN,O,O,,
336,2,),CP,O,O,,
337,2,BMKG,NNP,B-ORG,Reporter-Arg,,
338,2,dan,CC,O,O,,
339,2,laporan,NN,O,O,,
340,2,masyarakat,NN,O,O,,
341,2,menunjukkan,VB,O,O,,
342,2,bahwa,SC,O,O,,
343,2,dampak,NN,O,O,,
344,2,gempa,NN,B-EVE,QUAKE-EVENT,,
345,2,bumi,NN,I-EVE,QUAKE-EVENT,,
346,2,berupa,VBT,O,O,,
347,2,guncangan,NN,B-EVE,QUAKE-EVENT,,
348,2,dirasakan,VB,O,O,,
349,2,di,IN,O,O,,
350,2,daerah,NN,O,O,,
351,2,Bayah,NN,B-LOC,Place-Arg,"(-6.908602082571137, 106.28554321427342)",3
352,2,dan,CC,O,O,,
353,2,Cikotok,NNP,B-LOC,Place-Arg,"(-6.853926442579436, 106.29481931990914)",4
354,2,dalam,IN,O,O,,
355,2,skala,NN,O,O,,
356,2,intensitas,NN,O,O,,
357,2,II,OD,B-ARG,Strength-Arg,,
358,2,SIG,NNP,I-ARG,Strength-Arg,,
359,2,-,-,O,O,,
360,2,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,
361,2,(,OP,O,O,,
362,2,III,OD,B-ARG,Strength-Arg,,
363,2,-,-,O,O,,
364,2,IV,OD,B-ARG,Strength-Arg,,
365,2,MMI,NNP,I-ARG,Strength-Arg,,
366,2,),CP,O,O,,
367,2,",",",",O,O,,
368,2,Sukabumi,NNP,B-LOC,Place-Arg,"(-6.936256164208697, 106.92618260828208)",2
369,2,dan,CC,O,O,,
370,2,Bandung,NNP,B-LOC,Place-Arg,"(-6.920669331867579, 107.62893793140472)",2
371,2,dengan,IN,O,O,,
372,2,intensitas,NN,O,O,,
373,2,II,OD,B-ARG,Strength-Arg,,
374,2,SIG,NNP,I-ARG,Strength-Arg,,
375,2,-,-,O,O,,
376,2,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,
377,2,(,OP,O,O,,
378,2,II,NNP,B-ARG,Strength-Arg,,
379,2,-,-,O,O,,
380,2,III,OD,B-ARG,Strength-Arg,,
381,2,MMI,NNP,I-ARG,Strength-Arg,,
382,2,),CP,O,O,,
383,2,",",",",O,O,,
384,2,"""","""",O,O,,
385,2,kata,VB,O,O,,
386,2,Kepala,NNP,B-ORG,OfficerOfficial-Arg,,
387,2,Pusat,NNP,I-ORG,OfficerOfficial-Arg,,
388,2,Gempa,NNP,I-ORG,OfficerOfficial-Arg,,
389,2,Bumi,NNP,I-ORG,OfficerOfficial-Arg,,
390,2,dan,CC,O,O,,
391,2,Tsunami,NN,O,O,,
392,2,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,
393,2,Mochammad,NNP,O,O,,
394,2,Riyad,NNP,O,O,,
395,2,dalam,IN,O,O,,
396,2,keterangan,NN,O,O,,
397,2,tertulis,VBI,O,O,,
398,2,",",",",O,O,,
399,2,Jumat,NNP,B-ARG,Time-Arg,,
400,2,(,OP,O,O,,
401,2,16/2/2018,DD,B-ARG,Time-Arg,,
402,2,),CP,O,O,,
403,2,Baca,VBI,O,O,,
404,2,juga,RB,O,O,,
405,2,:,:,O,O,,
406,2,Gempa,NNP,B-EVE,QUAKE-EVENT,,
407,2,"5,1",CD,B-ARG,Strength-Arg,,
408,2,SR,NN,I-ARG,Strength-Arg,,
409,2,Guncang,NNP,B-EVE,QUAKE-EVENT,,
410,2,Lebak,NNP,B-LOC,Place-Arg,"(-6.585671253448132, 106.20907658148096)",2
411,2,Banten,NNP,B-LOC,Place-Arg,"(-6.321098712338462, 106.23469405402261)",1
412,2,Berdasarkan,NNP,O,O,,
413,2,hasil,NN,O,O,,
414,2,analisis,NN,O,O,,
415,2,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,
416,2,",",",",O,O,,
417,2,gempa,NN,B-EVE,QUAKE-EVENT,,
418,2,itu,PR,O,O,,
419,2,merupakan,VB,O,O,,
420,2,gempa,NN,B-EVE,QUAKE-EVENT,,
421,2,bumi,NN,I-EVE,QUAKE-EVENT,,
422,2,tektonik,NN,O,O,,
423,2,Gempa,NN,B-EVE,QUAKE-EVENT,,
424,2,itu,PR,O,O,,
425,2,terjadi,VB,O,O,,
426,2,akibat,IN,O,O,,
427,2,aktivitas,NN,O,O,,
428,2,subduksi,NN,O,O,,
429,2,lempeng,JJ,O,O,,
430,2,Indo,NNP,O,O,,
431,2,-,-,O,O,,
432,2,Australia,NNP,B-PLOC,Place-Arg,"(-31.667307305686077, 138.4606196920466)",0
433,2,ke,IN,O,O,,
434,2,bawah,NN,O,O,,
435,2,Lempeng,NN,O,O,,
436,2,Eurasia,NNP,O,O,,
437,3,3,CDP,B-ARG,DeathVictim-Arg,,
438,3,Tewas,JJ,I-ARG,DeathVictim-Arg,,
439,3,Akibat,IN,O,O,,
440,3,Gempa,NNP,B-EVE,QUAKE-EVENT,,
441,3,di,IN,O,O,,
442,3,Meksiko,NNP,B-PLOC,Place-Arg,"(20.893694415571684, -99.32179436716993)",0
443,3,dan,CC,O,O,,
444,3,Guatemala,NNP,B-PLOC,Place-Arg,"(14.898340481702862, -90.81834384088687)",0
445,3,",",",",O,O,,
446,3,Termasuk,VBT,O,O,,
447,3,Bayi,NN,O,O,,
448,3,Baru,NNP,O,O,,
449,3,Lahir,VBI,O,O,,
450,3,-,-,O,O,,
451,3,-,NNP,O,O,,
452,3,Mexico,NNP,B-PLOC,Published-Arg,"(19.302903257396633, -99.10508326400131)",1
453,3,City,NNP,I-PLOC,Published-Arg,,
454,3,-,-,O,O,,
455,3,Gempa,NN,B-EVE,QUAKE-EVENT,,
456,3,bumi,NN,I-EVE,QUAKE-EVENT,,
457,3,berkekuatan,VBI,B-ARG,Strength-Arg,,
458,3,"6,9",CD,I-ARG,Strength-Arg,,
459,3,Skala,NN,I-ARG,Strength-Arg,,
460,3,Richter,NNP,I-ARG,Strength-Arg,,
461,3,mengguncang,VB,B-EVE,QUAKE-EVENT,QUAKE-EVENT,
462,3,wilayah,NN,O,O,,
463,3,Meksiko,NNP,B-LOC,Place-Arg,"(20.893694415571684, -99.32179436716993)",0
464,3,dan,CC,O,O,,
465,3,Guatemala,NN,B-LOC,Place-Arg,"(14.898340481702862, -90.81834384088687)",0
466,3,Nahas,NNP,O,O,,
467,3,",",",",O,O,,
468,3,sedikitnya,NNG,O,O,,
469,3,3,CDP,B-ARG,DeathVictim-Arg,,
470,3,orang,NN,I-ARG,DeathVictim-Arg,,
471,3,tewas,JJ,I-ARG,DeathVictim-Arg,,
472,3,dalam,IN,O,O,,
473,3,gempa,NN,B-EVE,QUAKE-EVENT,,
474,3,bumi,NN,I-EVE,QUAKE-EVENT,,
475,3,ini,PR,O,O,,
476,3,termasuk,VB,O,O,,
477,3,salah,JJ,O,O,,
478,3,satunya,PRN,O,O,,
479,3,seorang,NN,O,O,,
480,3,bayi,NN,O,O,,
481,3,yang,SC,O,O,,
482,3,baru,JJ,O,O,,
483,3,lahir,VB,O,O,,
484,3,Survei,NN,B-ORG,OfficerOfficial-Arg,,
485,3,Geologi,NNP,I-ORG,OfficerOfficial-Arg,,
486,3,AS,NNP,B-PLOC,Place-Arg,"(38.4572641110912, -92.2110028043666)",0
487,3,(,OP,O,O,,
488,3,USGS,NNP,B-ORG,OfficerOfficial-Arg,,
489,3,),CP,O,O,,
490,3,",",",",O,O,,
491,3,seperti,IN,O,O,,
492,3,dilansir,VBT,O,O,,
493,3,AFP,NNP,B-ORG,OfficerOfficial-Arg,,
494,3,",",",",O,O,,
495,3,Selasa,NNP,B-ARG,Time-Arg,,
496,3,(,OP,O,O,,
497,3,8/7/2014,DD,B-ARG,Time-Arg,,
498,3,),CP,O,O,,
499,3,",",",",O,O,,
500,3,mencatat,VB,O,O,,
501,3,bahwa,SC,O,O,,
502,3,pusat,NN,O,O,,
503,3,gempa,NN,B-EVE,QUAKE-EVENT,,
504,3,ini,DT,O,O,,
505,3,berada,VBI,O,O,,
506,3,di,IN,O,O,,
507,3,lokasi,NN,O,O,,
508,3,yang,SC,O,O,,
509,3,hanya,RB,O,O,,
510,3,berjarak,VBI,O,O,,
511,3,2,CDP,B-ARG,Central-Arg,,
512,3,kilometer,NN,I-ARG,Central-Arg,,
513,3,dari,IN,O,O,,
514,3,kota,NN,O,O,,
515,3,Puerto,NNP,B-LOC,Place-Arg,"(-34.6135871,-58.3697784)",2
516,3,Madero,NNP,I-LOC,Place-Arg,,
517,3,dan,CC,O,O,,
518,3,berjarak,VBI,O,O,,
519,3,200,CDP,B-ARG,Central-Arg,,
520,3,kilometer,NN,I-ARG,Central-Arg,,
521,3,dari,IN,O,O,,
522,3,Guatemala,NNP,B-LOC,Place-Arg,"(14.629566162184377, -90.50339335214694)",2
523,3,City,NNP,I-LOC,Place-Arg,,
524,3,Menurut,NNP,O,O,,
525,3,USGS,NNP,B-ORG,OfficerOfficial-Arg,,
526,3,",",",",O,O,,
527,3,pusat,NN,O,O,,
528,3,gempa,NN,B-EVE,QUAKE-EVENT,,
529,3,bumi,NN,I-EVE,QUAKE-EVENT,,
530,3,ini,DT,O,O,,
531,3,berada,VBI,O,O,,
532,3,pada,IN,O,O,,
533,3,kedalaman,NN,B-ARG,Depth-Arg,,
534,3,60,CD,I-ARG,Depth-Arg,,
535,3,kilometer,NND,I-ARG,Depth-Arg,,
536,3,di,IN,O,O,,
537,3,bawah,NN,O,O,,
538,3,permukaan,NN,O,O,,
539,3,laut,NN,O,O,,
540,3,Sekitar,CDI,O,O,,
541,3,10,CDP,B-ARG,Repeat-Arg,,
542,3,kali,NN,I-ARG,Repeat-Arg,,
543,3,gempa,NN,B-EVE,QUAKE-EVENT,,
544,3,susulan,NN,I-EVE,QUAKE-EVENT,,
545,3,dilaporkan,VB,O,O,,
546,3,terjadi,VB,O,O,,
547,3,pasca,SC,O,O,,
548,3,gempa,NN,B-EVE,QUAKE-EVENT,,
549,3,"6,9",CD,B-ARG,Strength-Arg,,
550,3,SR,NN,I-ARG,Strength-Arg,,
551,3,tersebut,PR,O,O,,
552,3,melanda,VB,O,O,,
553,3,Hal,NN,O,O,,
554,3,ini,PR,O,O,,
555,3,sempat,MD,O,O,,
556,3,memicu,VBT,O,O,,
557,3,kepanikan,NN,O,O,,
558,3,warga,NN,O,O,,
559,3,dan,CC,O,O,,
560,3,sayangnya,PRP,O,O,,
561,3,menyebabkan,VBT,O,O,,
562,3,tanah,NN,B-EVE,LANDSLIDE-EVENT,,
563,3,longsor,JJ,I-EVE,LANDSLIDE-EVENT,,
564,3,di,IN,O,O,,
565,3,beberapa,CDI,O,O,,
566,3,wilayah,NN,O,O,,
567,4,Tabrak,NN,B-EVE,ACCIDENT-EVENT,,
568,4,Pembatas,NN,O,O,,
569,4,Jalan,NN,O,O,,
570,4,Km,NN,B-ARG,Point-Arg,,
571,4,27,CD,I-ARG,Point-Arg,,
572,4,Tol,NNP,B-ARG,Street-Arg,,
573,4,Bandara,NNP,I-ARG,Street-Arg,,
574,4,",",",",O,O,,
575,4,BMW,NN,B-ARG,Vehicle-Arg,,
576,4,Ringsek,NN,O,O,,
577,4,Berat,NN,O,O,,
578,4,-,-,O,O,,
579,4,-,NNP,O,O,,
580,4,Jakarta,NNP,B-PLOC,Published-Arg,"(-6.197602429787846, 106.83139222722116)",1
581,4,-,-,O,O,,
582,4,Sebuah,NND,O,O,,
583,4,mobil,NN,O,O,,
584,4,BMW,NNP,B-ARG,Vehicle-Arg,,
585,4,dengan,IN,O,O,,
586,4,nopol,NN,O,O,,
587,4,B,SYM,B-ARG,Plate-Arg,,
588,4,54,CD,I-ARG,Plate-Arg,,
589,4,LN,NN,I-ARG,Plate-Arg,,
590,4,menabrak,VBT,B-EVE,ACCIDENT-EVENT,,
591,4,pembatas,NN,O,O,,
592,4,jalan,NN,O,O,,
593,4,Tol,NNP,B-ARG,Street-Arg,,
594,4,Bandara,NNP,I-ARG,Street-Arg,,
595,4,arah,NN,O,O,,
596,4,Jakarta,NNP,B-PLOC,To-Arg,"(-6.197602429787846, 106.83139222722116)",1
597,4,tengah,O,O,,,
598,4,malam,NN,O,O,,
599,4,ini,PR,O,O,,
600,4,Kondisi,NN,O,O,,
601,4,mobil,NN,O,O,,
602,4,itu,PR,O,O,,
603,4,ringsek,JJ,O,O,,
604,4,berat,JJ,O,O,,
605,4,di,IN,O,O,,
606,4,bagian,NN,O,O,,
607,4,depan,JJ,O,O,,
608,4,Informasi,NN,O,O,,
609,4,itu,PR,O,O,,
610,4,disampaikan,VB,O,O,,
611,4,TMC,NNP,O,O,,
612,4,Polda,NNP,B-ORG,OfficerOfficial-Arg,,
613,4,Metro,NN,I-ORG,OfficerOfficial-Arg,,
614,4,Jaya,NNP,I-ORG,OfficerOfficial-Arg,,
615,4,BMW,NNP,B-ARG,Vehicle-Arg,,
616,4,bernomor,VBT,O,O,,
617,4,pelat,NN,O,O,,
618,4,B,SYM,B-ARG,Plate-Arg,,
619,4,54,CD,I-ARG,Plate-Arg,,
620,4,LN,NN,I-ARG,Plate-Arg,,
621,4,itu,DT,O,O,,
622,4,menabrak,VBT,B-EVE,ACCIDENT-EVENT,,
623,4,pembatas,NN,O,O,,
624,4,jalan,NN,O,O,,
625,4,Tol,NNP,B-ARG,Street-Arg,,
