doc_id,word,pos_tag,event,argument,coordinate,admin_level
0,kain,NN,O,O,,
0,jarik,NN,O,O,,
0,cokelat,JJ,O,O,,
0,",",",",O,O,,
0,dikelilingi,VBT,O,O,,
0,kerabatnya,NN,O,O,,
0,Ada,VB,O,O,,
0,seorang,NN,O,O,,
0,kerabat,NN,O,O,,
0,Jerry,NNP,O,O,,
0,",",",",O,O,,
0,Dodi,NN,O,O,,
0,yang,SC,O,O,,
0,mengenang,VBT,O,O,,
0,Jerry,NN,O,O,,
0,sebagai,IN,O,O,,
0,orang,NN,O,O,,
0,yang,SC,O,O,,
0,baik,JJ,O,O,,
0,dan,CC,O,O,,
0,banyak,CD,O,O,,
0,teman,NN,O,O,,
0,"""","""",O,O,,
0,Jerry,NN,O,O,,
0,tadi,NN,O,O,,
0,perjalanan,NN,O,O,,
0,dari,IN,O,O,,
0,rumah,NN,O,O,,
0,temannya,NNG,O,O,,
0,",",",",O,O,,
0,mau,MD,O,O,,
0,pulang,VBI,O,O,,
0,ke,IN,O,O,,
0,rumahnya,NN,O,O,,
0,di,IN,O,O,,
0,daerah,NN,O,O,,
0,Pluit,NNP,B-PLOC,To-Arg,"(-6.113297962451269, 106.78672611344551)",4
0,Jerry,NN,O,O,,
0,ini,DT,O,O,,
0,orangnya,NN,O,O,,
0,baik,JJ,O,O,,
0,",",",",O,O,,
0,temannya,NNG,O,O,,
0,banyak,JJ,O,O,,
0,",",",",O,O,,
0,kebetulan,NN,O,O,,
0,saya,PRP,O,O,,
0,teman,NN,O,O,,
0,main,NN,O,O,,
0,futsal,JJ,O,O,,
0,di,IN,O,O,,
0,Kuningan,NN,B-PLOC,Place-Arg,"(-6.235976199075322, 106.82213128724581)",4
0,",",",",O,O,,
0,"""","""",O,O,,
0,kata,VB,O,O,,
0,dia,PRP,O,O,,
0,Sedang,NN,O,O,,
0,kerabatnya,NN,O,O,,
0,lainnya,NNG,O,O,,
0,enggan,RB,O,O,,
0,memberikan,VB,O,O,,
0,keterangan,NN,O,O,,
0,"""","""",O,O,,
0,Saya,PRP,O,O,,
0,nggak,NN,O,O,,
0,tahu,VBI,O,O,,
0,apa,WP,O,O,,
0,-,-,O,O,,
0,apa,WP,O,O,,
0,",",",",O,O,,
0,kami,PRP,O,O,,
0,sedang,RB,O,O,,
0,berduka,VB,O,O,,
0,",",",",O,O,,
0,"""","""",O,O,,
0,begitu,RB,O,O,,
0,pinta,NN,O,O,,
0,seorang,NN,O,O,,
0,kerabat,NN,O,O,,
0,Mini,NN,B-ARG,Vehicle-Arg,,
0,Cooper,NNP,I-ARG,Vehicle-Arg,,
0,bernopol,VB,O,O,,
0,B,SYM,B-ARG,Plate-Arg,,
0,226,CD,I-ARG,Plate-Arg,,
0,NUK,NN,I-ARG,Plate-Arg,,
0,yang,SC,O,O,,
0,dikemudikan,VBT,O,O,,
0,Jerry,NNP,O,O,,
0,Wong,NNP,O,O,,
0,menghantam,VBT,B-EVE,ACCIDENT-EVENT,,
0,keras,JJ,O,O,,
0,bagian,O,O,,,
0,belakang,NN,O,O,,
0,truk,NN,B-ARG,Vehicle-Arg,,
0,wing,FW,O,O,,
0,box,MD,O,O,,
0,bernopol,VB,O,O,,
0,B,SYM,B-ARG,Plate-Arg,,
0,9667,CDP,I-ARG,Plate-Arg,,
0,ZX,NN,I-ARG,Plate-Arg,,
0,di,IN,O,O,,
0,Km,NN,B-ARG,Point-Arg,,
0,24+800,NN,I-ARG,Point-Arg,,
0,dari,IN,O,O,,
0,Pluit,NN,B-LOC,From-Arg,"(-6.113297962451269, 106.78672611344551)",4
0,arah,NN,O,O,,
0,Bandara,NNP,B-ORG,To-Arg,,
0,Soekarno,NNP,I-ORG,To-Arg,,
0,-,NNP,I-ORG,To-Arg,,
0,Hatta,NNP,I-ORG,To-Arg,,
0,Saking,NN,O,O,,
0,kerasnya,NN,O,O,,
0,hantaman,NN,B-EVE,ACCIDENT-EVENT,,
0,itu,PR,O,O,,
0,",",",",O,O,,
0,bagian,O,O,,,
0,depan,NN,O,O,,
0,Mini,NNP,B-ARG,Vehicle-Arg,,
0,Cooper,NNP,I-ARG,Vehicle-Arg,,
0,tersangkut,VBI,O,O,,
0,ke,IN,O,O,,
0,bemper,NN,O,O,,
0,truk,NN,B-ARG,Vehicle-Arg,,
0,itu,PR,O,O,,
1,1,CDP,B-ARG,DeathVictim-Arg,,
1,Orang,NN,I-ARG,DeathVictim-Arg,,
1,Tewas,JJ,I-ARG,DeathVictim-Arg,,
1,",",",",O,O,,
1,125,CD,B-ARG,Evacuee-Arg,,
1,Ribu,CD,I-ARG,Evacuee-Arg,,
1,Warga,NN,I-ARG,Evacuee-Arg,,
1,California,NNP,B-PLOC,Place-Arg,"(37.84576308242729, -120.72746695681695)",1
1,Mengungsi,VBI,B-EVE,EVACUATE-EVENT,,
1,akibat,IN,O,O,,
1,Kebakaran,NN,B-EVE,FIRE-EVENT,,
1,-,-,O,O,,
1,-,NNP,O,O,,
1,California,NNP,B-PLOC,Published-Arg,"(37.84576308242729, -120.72746695681695)",1
1,-,-,O,O,,
1,Kebakaran,NN,B-EVE,FIRE-EVENT,,
1,hutan,NN,I-EVE,FIRE-EVENT,,
1,yang,SC,O,O,,
1,menerjang,VBT,O,O,,
1,wilayah,NN,O,O,,
1,California,NNP,B-PLOC,Place-Arg,"(37.84576308242729, -120.72746695681695)",1
1,",",",",O,O,,
1,Amerika,NNP,B-PLOC,Place-Arg,"(38.4572641110912, -92.2110028043666)",0
1,Serikat,NNP,I-PLOC,Place-Arg,,
1,memaksa,VBT,O,O,,
1,125,CDP,B-ARG,Evacuee-Arg,,
1,ribu,CDP,I-ARG,Evacuee-Arg,,
1,warga,NN,O,O,,
1,untuk,SC,O,O,,
1,mengungsi,VBI,B-EVE,EVACUATE-EVENT,,
1,Dilaporkan,VBT,O,O,,
1,sedikitnya,NNG,O,O,,
1,satu,CDP,B-ARG,DeathVictim-Arg,,
1,orang,NN,I-ARG,DeathVictim-Arg,,
1,tewas,JJ,I-ARG,DeathVictim-Arg,,
1,akibat,IN,O,O,,
1,kebakaran,NN,B-EVE,FIRE-EVENT,,
1,ini,PR,O,O,,
1,Ada,NN,O,O,,
1,sembilan,CDP,B-ARG,Point-Arg,,
1,titik,NN,I-ARG,Point-Arg,,
1,api,NN,B-EVE,FIRE-EVENT,,
1,yang,SC,O,O,,
1,terus,RB,O,O,,
1,bergerak,VBI,O,O,,
1,di,IN,O,O,,
1,wilayah,NN,O,O,,
1,Southern,NNP,B-PLOC,Place-Arg,"(37.84576308242729, -120.72746695681695)",5
1,California,NNP,I-PLOC,Place-Arg,,
1,dan,CC,O,O,,
1,mengancam,VBT,O,O,,
1,pemukiman,NN,B-ARG,Facility-Arg,,
1,warga,NN,I-ARG,Facility-Arg,,
1,yang,SC,O,O,,
1,ada,VBI,O,O,,
1,di,IN,O,O,,
1,San,NNP,B-LOC,Place-Arg,"(33.135, -117.1743)",5
1,Marcos,NNP,I-LOC,Place-Arg,,
1,dan,CC,O,O,,
1,Escondido,NNP,B-LOC,Place-Arg,"(33.1347, -117.0723)",5
1,",",",",O,O,,
1,distrik,NN,O,O,,
1,San,NNP,B-PLOC,Place-Arg,"(32.8312, -117.1225)",5
1,Diego,NNP,I-PLOC,Place-Arg,,
1,Sebuah,NN,O,O,,
1,rumah,NN,O,O,,
1,yang,SC,O,O,,
1,cukup,RB,O,O,,
1,besar,JJ,O,O,,
1,milik,NN,O,O,,
1,warga,NN,O,O,,
1,setempat,NN,O,O,,
1,di,IN,O,O,,
1,pinggiran,NN,O,O,,
1,San,NNP,B-LOC,Place-Arg,"(33.135, -117.1743)",5
1,Marcos,NNP,I-LOC,Place-Arg,,
1,habis,RB,O,O,,
1,dilalap,VBT,B-EVE,FIRE-EVENT,,
1,api,NN,I-EVE,FIRE-EVENT,,
1,Tayangan,NN,O,O,,
1,televisi,NN,O,O,,
1,setempat,NN,O,O,,
1,menunjukkan,VB,O,O,,
1,bagaiman,IN,O,O,,
1,kobaran,NN,B-EVE,FIRE-EVENT,,
1,api,NN,I-EVE,FIRE-EVENT,,
1,bergerak,VBI,O,O,,
1,cepat,JJ,O,O,,
1,mendekati,VB,O,O,,
1,rumah,NN,O,O,,
1,warga,NN,O,O,,
1,",",",",O,O,,
1,sementara,CC,O,O,,
1,warga,NN,O,O,,
1,bergegas,VBI,O,O,,
1,mengevakuasi,VBT,B-EVE,EVACUATE-EVENT,,
1,barang,NN,O,O,,
1,-,-,O,O,,
1,barangnya,NN,O,O,,
1,dan,CC,O,O,,
1,mengungsi,VBI,B-EVE,EVACUATE-EVENT,,
1,dari,IN,O,O,,
1,lokasi,NN,O,O,,
1,Demikian,PR,O,O,,
1,seperti,IN,O,O,,
1,dilansir,VBT,O,O,,
1,Reuters,NN,B-ORG,Reporter-Arg,,
1,",",",",O,O,,
1,Jumat,NNP,B-ARG,Time-Arg,,
1,(,OP,O,O,,
1,16,5,2014,DD,B-ARG,Time-Arg
1,),CP,O,O,,
2,Analisis,NNP,O,O,,
2,BMKG,NNP,B-ORG,Reporter-Arg,,
2,soal,IN,O,O,,
2,Gempa,NNP,B-EVE,QUAKE-EVENT,,
2,Lebak,NNP,B-LOC,Place-Arg,"(-6.585671253448132, 106.20907658148096)",2
2,"5,1",CD,B-ARG,Strength-Arg,,
2,SR,NN,B-ARG,Strength-Arg,,
2,-,-,O,O,,
2,-,NNP,O,O,,
2,Jakarta,NNP,B-PLOC,Published-Arg,"(-6.197602429787846, 106.83139222722116)",1
2,-,-,O,O,,
2,Gempa,NN,B-EVE,QUAKE-EVENT,,
2,bumi,NN,I-EVE,QUAKE-EVENT,,
2,berkekuatan,VBI,B-ARG,Strength-Arg,,
2,"5,1",CD,I-ARG,Strength-Arg,,
2,Skala,NN,I-ARG,Strength-Arg,,
2,Richter,NNP,I-ARG,Strength-Arg,,
2,(,OP,O,O,,
2,SR,NNP,O,O,,
2,),CP,O,O,,
2,mengguncang,VBT,B-EVE,QUAKE-EVENT,,
2,kawasan,NN,O,O,,
2,Lebak,NNP,B-LOC,Place-Arg,"(-6.585671253448132, 106.20907658148096)",2
2,",",",",O,O,,
2,Banten,NNP,B-LOC,Place-Arg,"(-6.321098712338462, 106.23469405402261)",1
2,Gempa,NN,B-EVE,QUAKE-EVENT,,
2,ini,PR,O,O,,
2,dirasakan,VB,O,O,,
2,hingga,IN,O,O,,
2,Bandung,NNP,B-LOC,Place-Arg,"(-7.043296715749431, 107.65469419110545)",2
2,Dampak,NN,O,O,,
2,gempa,NN,B-EVE,QUAKE-EVENT,,
2,bumi,NN,O,O,,
2,yang,SC,O,O,,
2,digambarkan,VB,O,O,,
2,oleh,IN,O,O,,
2,peta,NN,O,O,,
2,tingkat,NN,O,O,,
2,guncangan,NN,B-EVE,QUAKE-EVENT,,
2,(,OP,O,O,,
2,shakemap,NN,O,O,,
2,),CP,O,O,,
2,BMKG,NNP,B-ORG,Reporter-Arg,,
2,dan,CC,O,O,,
2,laporan,NN,O,O,,
2,masyarakat,NN,O,O,,
2,menunjukkan,VB,O,O,,
2,bahwa,SC,O,O,,
2,dampak,NN,O,O,,
2,gempa,NN,B-EVE,QUAKE-EVENT,,
2,bumi,NN,I-EVE,QUAKE-EVENT,,
2,berupa,VBT,O,O,,
2,guncangan,NN,B-EVE,QUAKE-EVENT,,
2,dirasakan,VB,O,O,,
2,di,IN,O,O,,
2,daerah,NN,O,O,,
2,Bayah,NN,B-LOC,Place-Arg,"(-6.908602082571137, 106.28554321427342)",3
2,dan,CC,O,O,,
2,Cikotok,NNP,B-LOC,Place-Arg,"(-6.853926442579436, 106.29481931990914)",4
2,dalam,IN,O,O,,
2,skala,NN,O,O,,
2,intensitas,NN,O,O,,
2,II,OD,B-ARG,Strength-Arg,,
2,SIG,NNP,I-ARG,Strength-Arg,,
2,-,-,O,O,,
2,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,
2,(,OP,O,O,,
2,III,OD,B-ARG,Strength-Arg,,
2,-,-,O,O,,
2,IV,OD,B-ARG,Strength-Arg,,
2,MMI,NNP,I-ARG,Strength-Arg,,
2,),CP,O,O,,
2,",",",",O,O,,
2,Sukabumi,NNP,B-LOC,Place-Arg,"(-6.936256164208697, 106.92618260828208)",2
2,dan,CC,O,O,,
2,Bandung,NNP,B-LOC,Place-Arg,"(-6.920669331867579, 107.62893793140472)",2
2,dengan,IN,O,O,,
2,intensitas,NN,O,O,,
2,II,OD,B-ARG,Strength-Arg,,
2,SIG,NNP,I-ARG,Strength-Arg,,
2,-,-,O,O,,
2,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,
2,(,OP,O,O,,
2,II,NNP,B-ARG,Strength-Arg,,
2,-,-,O,O,,
2,III,OD,B-ARG,Strength-Arg,,
2,MMI,NNP,I-ARG,Strength-Arg,,
2,),CP,O,O,,
2,",",",",O,O,,
2,"""","""",O,O,,
2,kata,VB,O,O,,
2,Kepala,NNP,B-ORG,OfficerOfficial-Arg,,
2,Pusat,NNP,I-ORG,OfficerOfficial-Arg,,
2,Gempa,NNP,I-ORG,OfficerOfficial-Arg,,
2,Bumi,NNP,I-ORG,OfficerOfficial-Arg,,
2,dan,CC,O,O,,
2,Tsunami,NN,O,O,,
2,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,
2,Mochammad,NNP,O,O,,
2,Riyad,NNP,O,O,,
2,dalam,IN,O,O,,
2,keterangan,NN,O,O,,
2,tertulis,VBI,O,O,,
2,",",",",O,O,,
2,Jumat,NNP,B-ARG,Time-Arg,,
2,(,OP,O,O,,
2,16,2,2018,DD,B-ARG,Time-Arg
2,),CP,O,O,,
2,Baca,VBI,O,O,,
2,juga,RB,O,O,,
2,:,:,O,O,,
2,Gempa,NNP,B-EVE,QUAKE-EVENT,,
2,"5,1",CD,B-ARG,Strength-Arg,,
2,SR,NN,I-ARG,Strength-Arg,,
2,Guncang,NNP,B-EVE,QUAKE-EVENT,,
2,Lebak,NNP,B-LOC,Place-Arg,"(-6.585671253448132, 106.20907658148096)",2
2,Banten,NNP,B-LOC,Place-Arg,"(-6.321098712338462, 106.23469405402261)",1
2,Berdasarkan,NNP,O,O,,
2,hasil,NN,O,O,,
2,analisis,NN,O,O,,
2,BMKG,NNP,B-ORG,OfficerOfficial-Arg,,
2,",",",",O,O,,
2,gempa,NN,B-EVE,QUAKE-EVENT,,
2,itu,PR,O,O,,
2,merupakan,VB,O,O,,
2,gempa,NN,B-EVE,QUAKE-EVENT,,
2,bumi,NN,I-EVE,QUAKE-EVENT,,
2,tektonik,NN,O,O,,
2,Gempa,NN,B-EVE,QUAKE-EVENT,,
2,itu,PR,O,O,,
2,terjadi,VB,O,O,,
2,akibat,IN,O,O,,
2,aktivitas,NN,O,O,,
2,subduksi,NN,O,O,,
2,lempeng,JJ,O,O,,
2,Indo,NNP,O,O,,
2,-,-,O,O,,
2,Australia,NNP,B-PLOC,Place-Arg,"(-31.667307305686077, 138.4606196920466)",0
2,ke,IN,O,O,,
2,bawah,NN,O,O,,
2,Lempeng,NN,O,O,,
2,Eurasia,NNP,O,O,,
3,3,CDP,B-ARG,DeathVictim-Arg,,
3,Tewas,JJ,I-ARG,DeathVictim-Arg,,
3,Akibat,IN,O,O,,
3,Gempa,NNP,B-EVE,QUAKE-EVENT,,
3,di,IN,O,O,,
3,Meksiko,NNP,B-PLOC,Place-Arg,"(20.893694415571684, -99.32179436716993)",0
3,dan,CC,O,O,,
3,Guatemala,NNP,B-PLOC,Place-Arg,"(14.898340481702862, -90.81834384088687)",0
3,",",",",O,O,,
3,Termasuk,VBT,O,O,,
3,Bayi,NN,O,O,,
3,Baru,NNP,O,O,,
3,Lahir,VBI,O,O,,
3,-,-,O,O,,
3,-,NNP,O,O,,
3,Mexico,NNP,B-PLOC,Published-Arg,"(19.302903257396633, -99.10508326400131)",1
3,City,NNP,I-PLOC,Published-Arg,,
3,-,-,O,O,,
3,Gempa,NN,B-EVE,QUAKE-EVENT,,
3,bumi,NN,I-EVE,QUAKE-EVENT,,
3,berkekuatan,VBI,B-ARG,Strength-Arg,,
3,"6,9",CD,I-ARG,Strength-Arg,,
3,Skala,NN,I-ARG,Strength-Arg,,
3,Richter,NNP,I-ARG,Strength-Arg,,
3,mengguncang,VB,B-EVE,QUAKE-EVENT,QUAKE-EVENT,
3,wilayah,NN,O,O,,
3,Meksiko,NNP,B-LOC,Place-Arg,"(20.893694415571684, -99.32179436716993)",0
3,dan,CC,O,O,,
3,Guatemala,NN,B-LOC,Place-Arg,"(14.898340481702862, -90.81834384088687)",0
3,Nahas,NNP,O,O,,
3,",",",",O,O,,
3,sedikitnya,NNG,O,O,,
3,3,CDP,B-ARG,DeathVictim-Arg,,
3,orang,NN,I-ARG,DeathVictim-Arg,,
3,tewas,JJ,I-ARG,DeathVictim-Arg,,
3,dalam,IN,O,O,,
3,gempa,NN,B-EVE,QUAKE-EVENT,,
3,bumi,NN,I-EVE,QUAKE-EVENT,,
3,ini,PR,O,O,,
3,termasuk,VB,O,O,,
3,salah,JJ,O,O,,
3,satunya,PRN,O,O,,
3,seorang,NN,O,O,,
3,bayi,NN,O,O,,
3,yang,SC,O,O,,
3,baru,JJ,O,O,,
3,lahir,VB,O,O,,
3,Survei,NN,B-ORG,OfficerOfficial-Arg,,
3,Geologi,NNP,I-ORG,OfficerOfficial-Arg,,
3,AS,NNP,B-PLOC,Place-Arg,"(38.4572641110912, -92.2110028043666)",0
3,(,OP,O,O,,
3,USGS,NNP,B-ORG,OfficerOfficial-Arg,,
3,),CP,O,O,,
3,",",",",O,O,,
3,seperti,IN,O,O,,
3,dilansir,VBT,O,O,,
3,AFP,NNP,B-ORG,OfficerOfficial-Arg,,
3,",",",",O,O,,
3,Selasa,NNP,B-ARG,Time-Arg,,
3,(,OP,O,O,,
3,8,7,2014,DD,B-ARG,Time-Arg
3,),CP,O,O,,
3,",",",",O,O,,
3,mencatat,VB,O,O,,
3,bahwa,SC,O,O,,
3,pusat,NN,O,O,,
3,gempa,NN,B-EVE,QUAKE-EVENT,,
3,ini,DT,O,O,,
3,berada,VBI,O,O,,
3,di,IN,O,O,,
3,lokasi,NN,O,O,,
3,yang,SC,O,O,,
3,hanya,RB,O,O,,
3,berjarak,VBI,O,O,,
3,2,CDP,B-ARG,Central-Arg,,
3,kilometer,NN,I-ARG,Central-Arg,,
3,dari,IN,O,O,,
3,kota,NN,O,O,,
3,Puerto,NNP,B-LOC,Place-Arg,"(-34.6135871,-58.3697784)",2
3,Madero,NNP,I-LOC,Place-Arg,,
3,dan,CC,O,O,,
3,berjarak,VBI,O,O,,
3,200,CDP,B-ARG,Central-Arg,,
3,kilometer,NN,I-ARG,Central-Arg,,
3,dari,IN,O,O,,
3,Guatemala,NNP,B-LOC,Place-Arg,"(14.629566162184377, -90.50339335214694)",2
3,City,NNP,I-LOC,Place-Arg,,
3,Menurut,NNP,O,O,,
3,USGS,NNP,B-ORG,OfficerOfficial-Arg,,
3,",",",",O,O,,
3,pusat,NN,O,O,,
3,gempa,NN,B-EVE,QUAKE-EVENT,,
3,bumi,NN,I-EVE,QUAKE-EVENT,,
3,ini,DT,O,O,,
3,berada,VBI,O,O,,
3,pada,IN,O,O,,
3,kedalaman,NN,B-ARG,Depth-Arg,,
3,60,CD,I-ARG,Depth-Arg,,
3,kilometer,NND,I-ARG,Depth-Arg,,
3,di,IN,O,O,,
3,bawah,NN,O,O,,
3,permukaan,NN,O,O,,
3,laut,NN,O,O,,
3,Sekitar,CDI,O,O,,
3,10,CDP,B-ARG,Repeat-Arg,,
3,kali,NN,I-ARG,Repeat-Arg,,
3,gempa,NN,B-EVE,QUAKE-EVENT,,
3,susulan,NN,I-EVE,QUAKE-EVENT,,
3,dilaporkan,VB,O,O,,
3,terjadi,VB,O,O,,
3,pasca,SC,O,O,,
3,gempa,NN,B-EVE,QUAKE-EVENT,,
3,"6,9",CD,B-ARG,Strength-Arg,,
3,SR,NN,I-ARG,Strength-Arg,,
3,tersebut,PR,O,O,,
3,melanda,VB,O,O,,
3,Hal,NN,O,O,,
3,ini,PR,O,O,,
3,sempat,MD,O,O,,
3,memicu,VBT,O,O,,
3,kepanikan,NN,O,O,,
3,warga,NN,O,O,,
3,dan,CC,O,O,,
3,sayangnya,PRP,O,O,,
3,menyebabkan,VBT,O,O,,
3,tanah,NN,B-EVE,LANDSLIDE-EVENT,,
3,longsor,JJ,I-EVE,LANDSLIDE-EVENT,,
3,di,IN,O,O,,
3,beberapa,CDI,O,O,,
3,wilayah,NN,O,O,,
4,Tabrak,NN,B-EVE,ACCIDENT-EVENT,,
4,Pembatas,NN,O,O,,
4,Jalan,NN,O,O,,
4,Km,NN,B-ARG,Point-Arg,,
4,27,CD,I-ARG,Point-Arg,,
4,Tol,NNP,B-ARG,Street-Arg,,
4,Bandara,NNP,I-ARG,Street-Arg,,
4,",",",",O,O,,
4,BMW,NN,B-ARG,Vehicle-Arg,,
4,Ringsek,NN,O,O,,
4,Berat,NN,O,O,,
4,-,-,O,O,,
4,-,NNP,O,O,,
4,Jakarta,NNP,B-PLOC,Published-Arg,"(-6.197602429787846, 106.83139222722116)",1
4,-,-,O,O,,
4,Sebuah,NND,O,O,,
4,mobil,NN,O,O,,
4,BMW,NNP,B-ARG,Vehicle-Arg,,
4,dengan,IN,O,O,,
4,nopol,NN,O,O,,
4,B,SYM,B-ARG,Plate-Arg,,
4,54,CD,I-ARG,Plate-Arg,,
4,LN,NN,I-ARG,Plate-Arg,,
4,menabrak,VBT,B-EVE,ACCIDENT-EVENT,,
4,pembatas,NN,O,O,,
4,jalan,NN,O,O,,
4,Tol,NNP,B-ARG,Street-Arg,,
4,Bandara,NNP,I-ARG,Street-Arg,,
4,arah,NN,O,O,,
4,Jakarta,NNP,B-PLOC,To-Arg,"(-6.197602429787846, 106.83139222722116)",1
4,tengah,O,O,,,
4,malam,NN,O,O,,
4,ini,PR,O,O,,
4,Kondisi,NN,O,O,,
4,mobil,NN,O,O,,
4,itu,PR,O,O,,
4,ringsek,JJ,O,O,,
4,berat,JJ,O,O,,
4,di,IN,O,O,,
4,bagian,NN,O,O,,
4,depan,JJ,O,O,,
4,Informasi,NN,O,O,,
4,itu,PR,O,O,,
4,disampaikan,VB,O,O,,
4,TMC,NNP,O,O,,
4,Polda,NNP,B-ORG,OfficerOfficial-Arg,,
4,Metro,NN,I-ORG,OfficerOfficial-Arg,,
4,Jaya,NNP,I-ORG,OfficerOfficial-Arg,,
4,BMW,NNP,B-ARG,Vehicle-Arg,,
4,bernomor,VBT,O,O,,
4,pelat,NN,O,O,,
4,B,SYM,B-ARG,Plate-Arg,,
4,54,CD,I-ARG,Plate-Arg,,
4,LN,NN,I-ARG,Plate-Arg,,
4,itu,DT,O,O,,
4,menabrak,VBT,B-EVE,ACCIDENT-EVENT,,
4,pembatas,NN,O,O,,
4,jalan,NN,O,O,,
4,Tol,NNP,B-ARG,Street-Arg,,
4,Bandara,NNP,I-ARG,Street-Arg,,
4,di,IN,O,O,,
4,Km,NN,B-ARG,Point-Arg,,
4,27,CD,I-ARG,Point-Arg,,
4,",",",",O,O,,
4,tepatnya,RB,O,O,,
4,di,IN,O,O,,
4,Kamal,NNP,B-LOC,Place-Arg,"(-6.101459525319878, 106.69969913010671)",4
4,mengarah,VBI,O,O,,
4,ke,IN,O,O,,
4,Pluit,NN,B-PLOC,To-Arg,"(-6.113297962451269, 106.78672611344551)",4
4,pukul,NN,B-ARG,Time-Arg,,
4,23.30,JJ,I-ARG,Time-Arg,,
4,WIB,NNP,I-ARG,Time-Arg,,
4,Dari,IN,O,O,,
4,foto,NN,O,O,,
4,yang,SC,O,O,,
4,diunggah,VB,O,O,,
4,TMC,NNP,O,O,,
4,Polda,NNP,B-ORG,OfficerOfficial-Arg,,
4,Metro,NN,I-ORG,OfficerOfficial-Arg,,
4,",",",",O,O,,
4,mobil,NN,O,O,,
4,itu,DT,O,O,,
4,diduga,VBT,O,O,,
4,berkecepatan,VBT,O,O,,
4,tinggi,JJ,O,O,,
4,saat,SC,O,O,,
4,menabrak,VBT,O,O,,
4,hingga,IN,O,O,,
4,mobil,NN,B-ARG,Vehicle-Arg,,
4,berbalik,VBI,O,O,,
4,ke,IN,O,O,,
4,arah,NN,O,O,,
4,berlawanan,VBI,O,O,,
4,Bagian,NN,O,O,,
4,depannya,NN,O,O,,
4,tampak,VB,O,O,,
4,ringsek,JJ,O,O,,
4,berat,JJ,O,O,,
4,Ban,NN,O,O,,
4,mobil,NN,B-ARG,Vehicle-Arg,,
4,depan,NN,O,O,,
4,sebelah,NN,O,O,,
4,kiri,NN,O,O,,
4,juga,RB,O,O,,
4,terlihat,VB,O,O,,
4,lepas,JJ,O,O,,
5,Kebakaran,NN,B-EVE,FIRE-EVENT,,
5,Hanguskan,NNP,O,O,,
5,Kantor,NNP,B-ORG,Facility-Arg,,
5,Redaksi,NNP,I-ORG,Facility-Arg,,
5,Pikiran,NNP,I-ORG,Facility-Arg,,
5,Rakyat,NNP,I-ORG,Facility-Arg,,
5,-,NNP,O,O,,
5,-,-,O,O,,
5,Bandung,NNP,B-PLOC,Published-Arg,"(-6.920669331867579, 107.62893793140472)",2
5,",",",",O,O,,
5,-,-,O,O,,
5,Kebakaran,NN,B-EVE,FIRE-EVENT,,
5,melanda,VB,O,O,,
5,kantor,NN,B-ORG,Facility-Arg,,
5,redaksi,NN,I-ORG,Facility-Arg,,
5,koran,NN,I-ORG,Facility-Arg,,
